UDI,Product ID,Type,Air temperature,Process temperature,Rotational speed,Torque,Tool wear,Machine failure,TWF,HDF,PWF,OSF,RNF,Failure Type
2421,31834.0,H,298.8,308.2,1450.0,44.7,14.0,0,0,0,0,0,0,Tool Wear Failure
2422,49601.0,L,298.9,308.2,2384.0,15.0,19.0,0,0,0,0,0,0,Tool Wear Failure
2423,49602.0,L,298.8,308.2,1443.0,53.4,21.0,0,0,0,0,0,0,Tool Wear Failure
2424,17283.0,M,298.9,308.2,2022.0,20.0,23.0,0,0,0,0,0,0,Tool Wear Failure
2425,49604.0,L,298.9,308.2,1828.0,23.8,26.0,0,0,0,0,0,0,Tool Wear Failure
2426,49605.0,L,298.8,308.1,1472.0,53.5,28.0,0,0,0,0,0,0,Tool Wear Failure
2427,17286.0,M,298.9,308.2,1372.0,63.6,30.0,1,0,0,1,0,0,Power Failure
2428,49607.0,L,298.9,308.3,1855.0,23.8,33.0,0,0,0,0,0,0,Tool Wear Failure
2429,17288.0,M,299.0,308.3,1377.0,47.2,35.0,0,0,0,0,0,0,Tool Wear Failure
2430,49609.0,L,298.9,308.3,1432.0,48.9,38.0,0,0,0,0,0,0,Tool Wear Failure
2431,17290.0,M,298.9,308.2,1335.0,47.8,40.0,0,0,0,0,0,0,Tool Wear Failure
2432,17291.0,M,298.9,308.2,1411.0,51.3,43.0,0,0,0,0,0,0,Tool Wear Failure
2433,49612.0,L,298.9,308.2,1510.0,43.5,46.0,0,0,0,0,0,0,Tool Wear Failure
2434,49613.0,L,299.0,308.3,1441.0,44.0,48.0,0,0,0,0,0,0,Tool Wear Failure
2435,17294.0,M,299.0,308.2,1358.0,42.7,50.0,0,0,0,0,0,0,Tool Wear Failure
2436,49615.0,L,298.9,308.2,1686.0,30.4,53.0,0,0,0,0,0,0,Tool Wear Failure
2437,31850.0,H,299.0,308.2,1662.0,30.4,55.0,0,0,0,0,0,0,Tool Wear Failure
2438,49617.0,L,299.1,308.3,1426.0,40.1,60.0,0,0,0,0,0,0,Tool Wear Failure
2439,17298.0,M,299.1,308.4,1330.0,53.6,62.0,0,0,0,0,0,0,Tool Wear Failure
2440,49619.0,L,299.1,308.4,1693.0,31.6,65.0,0,0,0,0,0,0,Tool Wear Failure
2441,49620.0,L,299.1,308.4,1426.0,47.9,67.0,0,0,0,0,0,0,Tool Wear Failure
2442,49621.0,L,299.1,308.5,1676.0,31.0,69.0,0,0,0,0,0,0,Tool Wear Failure
2443,17302.0,M,299.1,308.4,1332.0,51.7,71.0,0,0,0,0,0,0,Tool Wear Failure
2444,49623.0,L,299.1,308.5,1647.0,35.0,74.0,0,0,0,0,0,0,Tool Wear Failure
2445,49624.0,L,299.2,308.6,1267.0,68.2,76.0,1,0,0,1,0,0,Power Failure
2446,31859.0,H,299.2,308.7,1375.0,55.1,78.0,0,0,0,0,0,0,Tool Wear Failure
2447,49626.0,L,299.3,308.6,1422.0,48.9,83.0,0,0,0,0,0,0,Tool Wear Failure
2448,49627.0,L,299.3,308.7,1408.0,48.7,85.0,0,0,0,0,0,0,Tool Wear Failure
2449,49628.0,L,299.4,308.9,1440.0,42.5,87.0,0,0,0,0,0,0,Tool Wear Failure
2450,49629.0,L,299.3,308.8,1772.0,25.2,89.0,0,0,0,0,0,0,Tool Wear Failure
2451,49630.0,L,299.2,308.7,1492.0,37.8,91.0,0,0,0,0,0,0,Tool Wear Failure
2452,49631.0,L,299.2,308.7,1650.0,30.5,93.0,0,0,0,0,0,0,Tool Wear Failure
2453,17312.0,M,299.1,308.6,2329.0,14.6,95.0,0,0,0,0,0,0,Tool Wear Failure
2454,49633.0,L,299.0,308.6,1648.0,30.8,98.0,0,0,0,0,0,0,Tool Wear Failure
2455,49634.0,L,299.0,308.6,1653.0,31.7,100.0,0,0,0,0,0,0,Tool Wear Failure
2456,49635.0,L,299.0,308.6,1946.0,22.3,102.0,0,0,0,0,0,0,Tool Wear Failure
2457,49636.0,L,299.1,308.6,1555.0,36.6,104.0,0,0,0,0,0,0,Tool Wear Failure
2458,49637.0,L,299.0,308.6,1661.0,32.2,106.0,0,0,0,0,0,0,Tool Wear Failure
2459,49638.0,L,299.0,308.6,1434.0,45.9,108.0,0,0,0,0,0,0,Tool Wear Failure
2460,49639.0,L,299.0,308.6,1297.0,54.2,110.0,0,0,0,0,0,0,Tool Wear Failure
2461,49640.0,L,299.0,308.6,1466.0,46.4,112.0,0,0,0,0,0,0,Tool Wear Failure
2462,17321.0,M,298.9,308.6,1517.0,39.8,114.0,0,0,0,0,0,0,Tool Wear Failure
2463,49642.0,L,298.9,308.5,1742.0,34.5,117.0,0,0,0,0,0,0,Tool Wear Failure
2464,49643.0,L,298.9,308.5,1580.0,39.1,119.0,0,0,0,0,0,0,Tool Wear Failure
2465,17324.0,M,298.9,308.5,1534.0,42.9,121.0,0,0,0,0,0,0,Tool Wear Failure
2466,49645.0,L,298.9,308.6,1481.0,40.7,124.0,0,0,0,0,0,0,Tool Wear Failure
2467,49646.0,L,299.0,308.6,1429.0,37.7,126.0,0,0,0,0,0,0,Tool Wear Failure
2468,17327.0,M,298.9,308.6,1574.0,33.5,128.0,0,0,0,0,0,0,Tool Wear Failure
2469,17328.0,M,298.9,308.6,1524.0,40.4,131.0,0,0,0,0,0,0,Tool Wear Failure
2470,49649.0,L,299.0,308.7,1507.0,37.5,134.0,0,0,0,0,0,0,Tool Wear Failure
2471,49650.0,L,298.9,308.5,1467.0,44.7,136.0,0,0,0,0,0,0,Tool Wear Failure
2472,49651.0,L,298.9,308.4,1301.0,51.1,138.0,0,0,0,0,0,0,Tool Wear Failure
2473,49652.0,L,298.9,308.5,1429.0,55.1,140.0,0,0,0,0,0,0,Tool Wear Failure
2474,17333.0,M,298.9,308.5,1555.0,37.6,142.0,0,0,0,0,0,0,Tool Wear Failure
2475,49654.0,L,298.9,308.5,1503.0,40.6,145.0,0,0,0,0,0,0,Tool Wear Failure
2476,49655.0,L,298.9,308.5,1459.0,43.1,147.0,0,0,0,0,0,0,Tool Wear Failure
2477,31890.0,H,298.9,308.4,1449.0,42.4,149.0,0,0,0,0,0,0,Tool Wear Failure
2478,49657.0,L,298.9,308.5,1387.0,57.3,154.0,0,0,0,0,0,0,Tool Wear Failure
2479,17338.0,M,298.9,308.5,1456.0,50.0,156.0,0,0,0,0,0,0,Tool Wear Failure
2480,49659.0,L,299.0,308.5,1604.0,34.7,159.0,0,0,0,0,0,0,Tool Wear Failure
2481,49660.0,L,299.0,308.6,1734.0,32.4,161.0,0,0,0,0,0,0,Tool Wear Failure
2482,49661.0,L,299.0,308.6,1378.0,47.8,163.0,0,0,0,0,0,0,Tool Wear Failure
2483,49662.0,L,298.9,308.7,1504.0,41.8,165.0,0,0,0,0,0,0,Tool Wear Failure
2484,17343.0,M,298.9,308.7,1402.0,49.8,167.0,0,0,0,0,0,0,Tool Wear Failure
2485,31898.0,H,298.8,308.6,1524.0,37.7,170.0,0,0,0,0,0,0,Tool Wear Failure
2486,49665.0,L,298.8,308.6,1593.0,35.5,175.0,0,0,0,0,0,0,Tool Wear Failure
2487,17346.0,M,298.9,308.7,1772.0,28.4,177.0,0,0,0,0,0,0,Tool Wear Failure
2488,31901.0,H,298.9,308.6,1623.0,31.0,180.0,0,0,0,0,0,0,Tool Wear Failure
2489,49668.0,L,298.9,308.7,1356.0,50.7,185.0,0,0,0,0,0,0,Tool Wear Failure
2490,31903.0,H,298.9,308.7,1500.0,41.6,187.0,0,0,0,0,0,0,Tool Wear Failure
2491,31904.0,H,299.1,308.8,1566.0,46.6,192.0,0,0,0,0,0,0,Tool Wear Failure
2492,49671.0,L,299.1,308.9,1445.0,43.4,197.0,0,0,0,0,0,0,Tool Wear Failure
2493,31906.0,H,299.0,308.8,1382.0,58.5,199.0,0,0,0,0,0,0,Tool Wear Failure
2494,17353.0,M,299.0,308.8,1418.0,45.7,204.0,0,0,0,0,0,0,Tool Wear Failure
2495,49674.0,L,299.1,308.8,1329.0,53.6,207.0,1,0,0,0,1,0,Overstrain Failure
2496,17355.0,M,299.1,308.8,1491.0,41.0,209.0,0,0,0,0,0,0,Tool Wear Failure
2497,17356.0,M,299.2,308.9,1573.0,37.4,212.0,0,0,0,0,0,0,Tool Wear Failure
2498,17357.0,M,299.2,308.9,1521.0,42.3,215.0,0,0,0,0,0,0,Tool Wear Failure
2499,49678.0,L,299.1,308.9,1467.0,47.2,218.0,0,0,0,0,0,0,Tool Wear Failure
2500,17359.0,M,299.1,308.9,1325.0,48.4,220.0,0,0,0,0,0,0,Tool Wear Failure
2501,49680.0,L,299.1,308.9,1617.0,32.3,223.0,0,0,0,0,0,0,Tool Wear Failure
2502,17361.0,M,299.1,308.9,1476.0,42.7,225.0,0,0,0,0,0,0,Tool Wear Failure
2503,49682.0,L,299.2,309.0,1515.0,48.9,228.0,1,0,0,0,1,0,Overstrain Failure
2504,49683.0,L,299.2,309.0,1408.0,47.2,0.0,0,0,0,0,0,0,Tool Wear Failure
2505,49684.0,L,299.2,309.1,1468.0,45.6,2.0,0,0,0,0,0,0,Tool Wear Failure
2506,49685.0,L,299.2,309.1,1387.0,48.7,4.0,0,0,0,0,0,0,Tool Wear Failure
2507,17366.0,M,299.2,309.1,1503.0,34.7,6.0,0,0,0,0,0,0,Tool Wear Failure
2508,31921.0,H,299.2,309.1,1410.0,47.1,9.0,0,0,0,0,0,0,Tool Wear Failure
2509,49688.0,L,299.0,308.9,1615.0,30.6,14.0,0,0,0,0,0,0,Tool Wear Failure
2510,49689.0,L,299.0,308.9,1511.0,35.9,16.0,0,0,0,0,0,0,Tool Wear Failure
2511,49690.0,L,299.1,309.0,1405.0,53.8,18.0,0,0,0,0,0,0,Tool Wear Failure
2512,17371.0,M,299.0,308.9,1526.0,41.1,20.0,0,0,0,0,0,0,Tool Wear Failure
2513,49692.0,L,298.9,308.8,1530.0,38.3,23.0,0,0,0,0,0,0,Tool Wear Failure
2514,49693.0,L,299.0,308.7,1583.0,32.5,25.0,0,0,0,0,0,0,Tool Wear Failure
2515,49694.0,L,298.9,308.6,2069.0,18.7,27.0,0,0,0,0,0,0,Tool Wear Failure
2516,49695.0,L,298.8,308.5,1490.0,35.0,29.0,0,0,0,0,0,0,Tool Wear Failure
2517,49696.0,L,298.8,308.5,1736.0,29.0,31.0,0,0,0,0,0,0,Tool Wear Failure
2518,49697.0,L,298.8,308.5,1395.0,44.4,33.0,0,0,0,0,0,0,Tool Wear Failure
2519,17378.0,M,298.9,308.6,1425.0,49.6,35.0,0,0,0,0,0,0,Tool Wear Failure
2520,49699.0,L,298.8,308.6,1631.0,32.4,38.0,0,0,0,0,0,0,Tool Wear Failure
2521,49700.0,L,298.8,308.6,1535.0,41.2,40.0,0,0,0,0,0,0,Tool Wear Failure
2522,49701.0,L,298.8,308.6,1584.0,34.4,42.0,0,0,0,0,0,0,Tool Wear Failure
2523,17382.0,M,298.8,308.7,1543.0,38.2,44.0,0,0,0,0,0,0,Tool Wear Failure
2524,49703.0,L,298.8,308.7,1635.0,35.2,47.0,0,0,0,0,0,0,Tool Wear Failure
2525,17384.0,M,298.8,308.7,1446.0,45.5,49.0,0,0,0,0,0,0,Tool Wear Failure
2526,17385.0,M,298.8,308.6,1598.0,35.1,52.0,0,0,0,0,0,0,Tool Wear Failure
2527,49706.0,L,298.8,308.6,1501.0,35.0,55.0,0,0,0,0,0,0,Tool Wear Failure
2528,49707.0,L,298.8,308.5,1450.0,50.8,57.0,0,0,0,0,0,0,Tool Wear Failure
2529,49708.0,L,298.8,308.6,1730.0,25.9,59.0,0,0,0,0,0,0,Tool Wear Failure
2530,17389.0,M,298.8,308.6,1571.0,33.7,61.0,0,0,0,0,0,0,Tool Wear Failure
2531,49710.0,L,298.9,308.7,1438.0,51.7,64.0,0,0,0,0,0,0,Tool Wear Failure
2532,17391.0,M,298.8,308.5,1510.0,38.7,66.0,0,0,0,0,0,0,Tool Wear Failure
2533,49712.0,L,298.9,308.7,1389.0,44.9,69.0,0,0,0,0,0,0,Tool Wear Failure
2534,49713.0,L,298.8,308.7,1490.0,33.6,71.0,0,0,0,0,0,0,Tool Wear Failure
2535,49714.0,L,298.9,308.7,1729.0,26.6,73.0,0,0,0,0,0,0,Tool Wear Failure
2536,49715.0,L,299.0,308.8,1495.0,38.4,75.0,0,0,0,0,0,0,Tool Wear Failure
2537,49716.0,L,298.9,308.8,1281.0,53.9,77.0,0,0,0,0,0,0,Tool Wear Failure
2538,31951.0,H,298.9,308.7,1353.0,48.1,79.0,0,0,0,0,0,0,Tool Wear Failure
2539,49718.0,L,299.1,308.8,1429.0,50.1,84.0,0,0,0,0,0,0,Tool Wear Failure
2540,49719.0,L,299.1,308.8,1413.0,42.1,86.0,0,0,0,0,0,0,Tool Wear Failure
2541,49720.0,L,299.1,308.8,1502.0,38.3,88.0,0,0,0,0,0,0,Tool Wear Failure
2542,31955.0,H,299.1,308.8,1553.0,32.6,90.0,0,0,0,0,0,0,Tool Wear Failure
2543,31956.0,H,299.2,308.9,1712.0,26.4,95.0,0,0,0,0,0,0,Tool Wear Failure
2544,49723.0,L,299.3,309.0,1786.0,23.5,100.0,0,0,0,0,0,0,Tool Wear Failure
2545,49724.0,L,299.2,309.0,1951.0,21.4,102.0,0,0,0,0,0,0,Tool Wear Failure
2546,17405.0,M,299.2,309.0,1541.0,36.3,104.0,0,0,0,0,0,0,Tool Wear Failure
2547,49726.0,L,299.2,309.1,1605.0,34.3,107.0,0,0,0,0,0,0,Tool Wear Failure
2548,49727.0,L,299.2,309.1,1578.0,38.1,109.0,0,0,0,0,0,0,Tool Wear Failure
2549,17408.0,M,299.3,309.2,1440.0,37.5,111.0,0,0,0,0,0,0,Tool Wear Failure
2550,49729.0,L,299.4,309.2,1489.0,42.3,114.0,0,0,0,0,0,0,Tool Wear Failure
2551,49730.0,L,299.4,309.3,1366.0,48.4,116.0,0,0,0,0,0,0,Tool Wear Failure
2552,49731.0,L,299.3,309.2,1541.0,37.2,118.0,0,0,0,0,0,0,Tool Wear Failure
2553,31966.0,H,299.3,309.1,1552.0,40.7,120.0,0,0,0,0,0,0,Tool Wear Failure
2554,49733.0,L,299.3,309.1,1473.0,40.3,125.0,0,0,0,0,0,0,Tool Wear Failure
2555,49734.0,L,299.3,309.1,1531.0,37.9,127.0,0,0,0,0,0,0,Tool Wear Failure
2556,49735.0,L,299.3,309.2,1511.0,37.2,129.0,0,0,0,0,0,0,Tool Wear Failure
2557,17416.0,M,299.3,309.1,1449.0,47.9,131.0,0,0,0,0,0,0,Tool Wear Failure
2558,17417.0,M,299.4,309.1,1440.0,50.0,134.0,0,0,0,0,0,0,Tool Wear Failure
2559,17418.0,M,299.2,309.0,1881.0,23.9,137.0,0,0,0,0,0,0,Tool Wear Failure
2561,17420.0,M,299.4,309.1,1326.0,62.0,142.0,0,0,0,0,0,0,Tool Wear Failure
2562,49741.0,L,299.4,309.2,1607.0,31.7,145.0,0,0,0,0,0,0,Tool Wear Failure
2563,49742.0,L,299.3,309.1,1551.0,39.1,147.0,0,0,0,0,0,0,Tool Wear Failure
2564,49743.0,L,299.3,309.1,1496.0,37.2,149.0,0,0,0,0,0,0,Tool Wear Failure
2565,49744.0,L,299.3,309.1,1493.0,38.0,151.0,0,0,0,0,0,0,Tool Wear Failure
2566,49745.0,L,299.4,309.1,1304.0,50.5,153.0,0,0,0,0,0,0,Tool Wear Failure
2567,17426.0,M,299.3,309.0,1420.0,41.6,155.0,0,0,0,0,0,0,Tool Wear Failure
2568,49747.0,L,299.4,309.1,1766.0,24.6,158.0,0,0,0,0,0,0,Tool Wear Failure
2569,49748.0,L,299.6,309.2,1450.0,43.1,160.0,0,0,0,0,0,0,Tool Wear Failure
2570,31983.0,H,299.5,309.2,1872.0,22.6,162.0,0,0,0,0,0,0,Tool Wear Failure
2571,49750.0,L,299.6,309.2,1713.0,26.5,167.0,0,0,0,0,0,0,Tool Wear Failure
2572,17431.0,M,299.5,309.2,1497.0,40.9,169.0,0,0,0,0,0,0,Tool Wear Failure
2573,17432.0,M,299.4,309.1,1352.0,44.7,172.0,0,0,0,0,0,0,Tool Wear Failure
2574,49753.0,L,299.5,309.2,1499.0,41.5,175.0,0,0,0,0,0,0,Tool Wear Failure
2575,49754.0,L,299.5,309.3,1972.0,19.3,177.0,0,0,0,0,0,0,Tool Wear Failure
2576,49755.0,L,299.5,309.3,1422.0,49.2,179.0,0,0,0,0,0,0,Tool Wear Failure
2577,49756.0,L,299.5,309.3,1523.0,41.5,181.0,0,0,0,0,0,0,Tool Wear Failure
2578,49757.0,L,299.5,309.4,1563.0,41.5,183.0,0,0,0,0,0,0,Tool Wear Failure
2579,49758.0,L,299.4,309.3,1391.0,46.6,185.0,0,0,0,0,0,0,Tool Wear Failure
2580,49759.0,L,299.3,309.1,1795.0,24.7,187.0,0,0,0,0,0,0,Tool Wear Failure
2581,49760.0,L,299.3,309.1,1293.0,53.7,189.0,0,0,0,0,0,0,Tool Wear Failure
2582,49761.0,L,299.2,309.1,1345.0,60.7,191.0,1,0,0,0,1,0,Overstrain Failure
2583,49762.0,L,299.2,309.0,1615.0,33.7,193.0,0,0,0,0,0,0,Tool Wear Failure
2584,49763.0,L,299.2,308.9,1342.0,50.8,195.0,0,0,0,0,0,0,Tool Wear Failure
2585,49764.0,L,299.1,308.8,1502.0,46.7,197.0,0,0,0,0,0,0,Tool Wear Failure
2586,17445.0,M,299.0,308.7,1620.0,35.4,199.0,0,0,0,0,0,0,Tool Wear Failure
2587,49766.0,L,299.0,308.7,1537.0,42.8,202.0,0,0,0,0,0,0,Tool Wear Failure
2588,49767.0,L,299.0,308.7,2248.0,16.8,204.0,0,0,0,0,0,0,Tool Wear Failure
2589,49768.0,L,299.0,308.7,1706.0,28.6,206.0,0,0,0,0,0,0,Tool Wear Failure
2590,49769.0,L,299.0,308.7,2250.0,16.6,208.0,0,0,0,0,0,0,Tool Wear Failure
2591,49770.0,L,299.0,308.7,1396.0,48.6,0.0,0,0,0,0,0,0,Tool Wear Failure
2592,49771.0,L,298.9,308.6,1522.0,46.4,2.0,0,0,0,0,0,0,Tool Wear Failure
2593,49772.0,L,298.9,308.6,1539.0,45.4,4.0,0,0,0,0,0,0,Tool Wear Failure
2594,32007.0,H,298.9,308.5,1415.0,54.0,6.0,0,0,0,0,0,0,Tool Wear Failure
2595,49774.0,L,298.8,308.5,1446.0,37.0,11.0,0,0,0,0,0,0,Tool Wear Failure
2596,17455.0,M,298.8,308.6,1486.0,41.1,13.0,0,0,0,0,0,0,Tool Wear Failure
2597,49776.0,L,299.0,308.7,1426.0,38.6,16.0,0,0,0,0,0,0,Tool Wear Failure
2598,49777.0,L,299.0,308.7,1449.0,38.9,18.0,0,0,0,0,0,0,Tool Wear Failure
2599,49778.0,L,299.1,308.8,1320.0,67.5,20.0,1,0,0,1,0,0,Power Failure
2600,17459.0,M,299.2,308.9,1447.0,39.6,22.0,0,0,0,0,0,0,Tool Wear Failure
2601,49780.0,L,299.3,309.0,1422.0,47.3,25.0,0,0,0,0,0,0,Tool Wear Failure
2602,49781.0,L,299.3,309.1,1399.0,52.1,27.0,0,0,0,0,0,0,Tool Wear Failure
2603,49782.0,L,299.4,309.2,1427.0,41.5,29.0,0,0,0,0,0,0,Tool Wear Failure
2604,17463.0,M,299.3,309.2,1334.0,46.3,31.0,0,0,0,0,0,0,Tool Wear Failure
2605,17464.0,M,299.3,309.1,1385.0,45.6,34.0,0,0,0,0,0,0,Tool Wear Failure
2606,49785.0,L,299.4,309.2,1552.0,37.4,37.0,0,0,0,0,0,0,Tool Wear Failure
2607,32020.0,H,299.4,309.3,1534.0,37.5,39.0,0,0,0,0,0,0,Tool Wear Failure
2608,49787.0,L,299.4,309.3,1448.0,48.6,44.0,0,0,0,0,0,0,Tool Wear Failure
2609,49788.0,L,299.5,309.3,1409.0,44.7,46.0,0,0,0,0,0,0,Tool Wear Failure
2610,49789.0,L,299.4,309.2,1621.0,34.5,48.0,0,0,0,0,0,0,Tool Wear Failure
2611,32024.0,H,299.4,309.1,1547.0,40.9,50.0,0,0,0,0,0,0,Tool Wear Failure
2612,49791.0,L,299.4,309.1,1957.0,22.1,55.0,0,0,0,0,0,0,Tool Wear Failure
2613,49792.0,L,299.4,309.1,2421.0,14.2,57.0,0,0,0,0,0,0,Tool Wear Failure
2614,17473.0,M,299.3,309.1,1571.0,38.3,59.0,0,0,0,0,0,0,Tool Wear Failure
2615,49794.0,L,299.3,309.1,1634.0,36.8,62.0,0,0,0,0,0,0,Tool Wear Failure
2616,49795.0,L,299.3,309.0,1516.0,38.7,64.0,0,0,0,0,0,0,Tool Wear Failure
2617,49796.0,L,299.4,309.1,1207.0,66.5,66.0,0,0,0,0,0,0,Tool Wear Failure
2618,49797.0,L,299.4,309.1,1670.0,35.9,68.0,0,0,0,0,0,0,Tool Wear Failure
2619,17478.0,M,299.4,309.1,1461.0,48.6,70.0,0,0,0,0,0,0,Tool Wear Failure
2620,49799.0,L,299.4,309.2,1569.0,40.8,73.0,0,0,0,0,0,0,Tool Wear Failure
2621,49800.0,L,299.4,309.2,1556.0,35.7,75.0,0,0,0,0,0,0,Tool Wear Failure
2622,17481.0,M,299.5,309.3,1506.0,41.5,77.0,0,0,0,0,0,0,Tool Wear Failure
2623,17482.0,M,299.6,309.4,1642.0,30.3,80.0,0,0,0,0,0,0,Tool Wear Failure
2624,17483.0,M,299.6,309.4,1283.0,62.1,83.0,0,0,0,0,0,0,Tool Wear Failure
2625,32038.0,H,299.7,309.5,1375.0,46.8,86.0,0,0,0,0,0,0,Tool Wear Failure
2626,49805.0,L,299.7,309.4,1399.0,39.9,91.0,0,0,0,0,0,0,Tool Wear Failure
2627,49806.0,L,299.7,309.4,1650.0,29.8,93.0,0,0,0,0,0,0,Tool Wear Failure
2628,17487.0,M,299.8,309.6,1346.0,53.2,95.0,0,0,0,0,0,0,Tool Wear Failure
2629,32042.0,H,299.9,309.6,1410.0,51.2,98.0,0,0,0,0,0,0,Tool Wear Failure
2630,49809.0,L,300.0,309.7,1586.0,37.8,103.0,0,0,0,0,0,0,Tool Wear Failure
2631,49810.0,L,300.0,309.8,1372.0,39.6,105.0,0,0,0,0,0,0,Tool Wear Failure
2632,32045.0,H,300.0,309.7,1529.0,42.4,107.0,0,0,0,0,0,0,Tool Wear Failure
2633,17492.0,M,300.0,309.7,1652.0,28.6,112.0,0,0,0,0,0,0,Tool Wear Failure
2634,49813.0,L,300.1,309.8,1532.0,39.8,115.0,0,0,0,0,0,0,Tool Wear Failure
2635,49814.0,L,300.0,309.7,1554.0,32.0,117.0,0,0,0,0,0,0,Tool Wear Failure
2636,32049.0,H,299.9,309.6,1462.0,51.0,119.0,0,0,0,0,0,0,Tool Wear Failure
2637,49816.0,L,299.9,309.6,1254.0,61.3,124.0,0,0,0,0,0,0,Tool Wear Failure
2638,49817.0,L,299.9,309.6,1294.0,49.7,126.0,0,0,0,0,0,0,Tool Wear Failure
2639,49818.0,L,299.8,309.5,1739.0,27.5,128.0,0,0,0,0,0,0,Tool Wear Failure
2640,17499.0,M,299.8,309.4,1412.0,47.8,130.0,0,0,0,0,0,0,Tool Wear Failure
2641,17500.0,M,299.9,309.5,1372.0,56.2,133.0,0,0,0,0,0,0,Tool Wear Failure
2642,32055.0,H,299.8,309.5,1420.0,46.7,136.0,0,0,0,0,0,0,Tool Wear Failure
2643,49822.0,L,299.8,309.5,1542.0,40.3,141.0,0,0,0,0,0,0,Tool Wear Failure
2644,17503.0,M,299.8,309.4,1401.0,48.1,143.0,0,0,0,0,0,0,Tool Wear Failure
2645,49824.0,L,299.8,309.4,1510.0,42.5,146.0,0,0,0,0,0,0,Tool Wear Failure
2646,32059.0,H,299.9,309.5,1547.0,38.5,148.0,0,0,0,0,0,0,Tool Wear Failure
2647,17506.0,M,299.8,309.5,1453.0,43.2,153.0,0,0,0,0,0,0,Tool Wear Failure
2648,49827.0,L,299.8,309.4,1408.0,45.6,156.0,0,0,0,0,0,0,Tool Wear Failure
2649,49828.0,L,299.8,309.4,1436.0,51.6,158.0,0,0,0,0,0,0,Tool Wear Failure
2650,17509.0,M,299.9,309.5,1582.0,38.2,160.0,0,0,0,0,0,0,Tool Wear Failure
2651,49830.0,L,299.9,309.6,1280.0,59.3,163.0,0,0,0,0,0,0,Tool Wear Failure
2652,49831.0,L,299.9,309.5,2008.0,20.4,165.0,0,0,0,0,0,0,Tool Wear Failure
2653,49832.0,L,299.9,309.5,1772.0,23.5,167.0,0,0,0,0,0,0,Tool Wear Failure
2654,49833.0,L,299.9,309.5,1779.0,26.1,169.0,0,0,0,0,0,0,Tool Wear Failure
2655,49834.0,L,299.9,309.5,1567.0,35.5,171.0,0,0,0,0,0,0,Tool Wear Failure
2656,17515.0,M,299.8,309.4,1751.0,27.0,173.0,0,0,0,0,0,0,Tool Wear Failure
2657,49836.0,L,299.9,309.5,1349.0,51.3,176.0,0,0,0,0,0,0,Tool Wear Failure
2658,17517.0,M,300.0,309.5,1425.0,40.8,178.0,0,0,0,0,0,0,Tool Wear Failure
2659,49838.0,L,300.0,309.4,1395.0,44.5,181.0,0,0,0,0,0,0,Tool Wear Failure
2660,32073.0,H,299.8,309.3,1595.0,32.1,183.0,0,0,0,0,0,0,Tool Wear Failure
2661,49840.0,L,299.8,309.3,1291.0,56.4,188.0,0,0,0,0,0,0,Tool Wear Failure
2662,17521.0,M,299.9,309.4,1509.0,42.8,190.0,0,0,0,0,0,0,Tool Wear Failure
2663,17522.0,M,299.9,309.4,1483.0,38.1,193.0,0,0,0,0,0,0,Tool Wear Failure
2664,49843.0,L,299.9,309.3,1620.0,31.1,196.0,0,0,0,0,0,0,Tool Wear Failure
2665,17524.0,M,299.9,309.4,1487.0,42.2,198.0,0,0,0,0,0,0,Tool Wear Failure
2666,49845.0,L,299.8,309.4,2256.0,15.9,201.0,0,0,0,0,0,0,Tool Wear Failure
2667,32080.0,H,299.7,309.2,1691.0,27.7,203.0,0,0,0,0,0,0,Tool Wear Failure
2668,17527.0,M,299.8,309.3,1663.0,35.2,208.0,0,0,0,0,0,0,Tool Wear Failure
2669,17528.0,M,299.8,309.3,1640.0,31.1,211.0,0,0,0,0,0,0,Tool Wear Failure
2670,32083.0,H,299.7,309.3,1494.0,37.8,214.0,0,0,0,0,0,0,Tool Wear Failure
2671,49850.0,L,299.8,309.4,1467.0,46.2,219.0,0,0,0,0,0,0,Tool Wear Failure
2672,17531.0,M,299.7,309.3,1399.0,41.9,221.0,1,1,0,0,0,0,Tool Wear Failure
2673,49852.0,L,299.7,309.3,1445.0,42.6,0.0,0,0,0,0,0,0,Tool Wear Failure
2674,49853.0,L,299.8,309.4,1480.0,40.9,2.0,0,0,0,0,0,0,Tool Wear Failure
2675,49854.0,L,299.7,309.3,1546.0,37.2,4.0,0,0,0,0,0,0,Tool Wear Failure
2676,49855.0,L,299.7,309.3,1574.0,35.8,6.0,0,0,0,0,0,0,Tool Wear Failure
2677,49856.0,L,299.7,309.3,1592.0,34.2,8.0,0,0,0,0,0,0,Tool Wear Failure
2678,49857.0,L,299.8,309.5,1495.0,39.6,10.0,0,0,0,0,0,0,Tool Wear Failure
2679,49858.0,L,299.8,309.6,1447.0,43.1,12.0,0,0,0,0,0,0,Tool Wear Failure
2680,49859.0,L,299.8,309.5,1476.0,44.4,14.0,0,0,0,0,0,0,Tool Wear Failure
2681,49860.0,L,299.8,309.5,1641.0,27.1,16.0,0,0,0,0,0,0,Tool Wear Failure
2682,49861.0,L,299.8,309.5,1545.0,32.2,18.0,0,0,0,0,0,0,Tool Wear Failure
2683,17542.0,M,299.9,309.6,1364.0,44.4,20.0,0,0,0,0,0,0,Tool Wear Failure
2684,49863.0,L,299.8,309.5,1590.0,28.5,23.0,0,0,0,0,0,0,Tool Wear Failure
